taxa_name	pectoral_fin	pectoral_fin_inferred	pectoral_fin_propagated
Melichthys niger	1	1	1
Balistoides conspicillum	1	1	1
Balistapus undulatus	1	1	1
Lalmohania velutina	1	1	1
Enigmacanthus filamentosus	1	1	1
Cantheschenia grandisquamis	1	1	1
Cantheschenia longipinnis	1	1	1
Colurodontis paxmani	1	1	1
Anacanthus barbatus	1	1	1
Rudarius minutus	1	1	1
Rudarius excelsus	1	1	1
Rudarius ercodes	1	1	1
Pseudalutarius nasicornis	1	1	1
Chaetodermis penicilligerus	1	1	1
Acreichthys radiatus	1	1	1
Acreichthys hajam	1	1	1
Acreichthys tomentosus	1	1	1
Monacanthus chinensis	1	1	1
Paramonacanthus otisensis	1	1	1
Paramonacanthus matsuurai	1	1	1
Paramonacanthus cryptodon	1	1	1
Paramonacanthus curtorhynchos	1	1	1
Paramonacanthus arabicus	1	1	1
Paramonacanthus nematophorus	1	1	1
Paramonacanthus frenatus	1	1	1
Paramonacanthus tricuspis	1	1	1
Paramonacanthus pusillus	1	1	1
Paramonacanthus japonicus	1	1	1
Paramonacanthus lowei	1	1	1
Paramonacanthus filicauda	1	1	1
Paramonacanthus nipponensis	1	1	1
Paramonacanthus oblongus	1	1	1
Paramonacanthus sulcatus	1	1	1
Paramonacanthus choirocephalus	1	1	1
Pervagor randalli	1	1	1
Pervagor alternans	1	1	1
Pervagor marginalis	1	1	1
Pervagor aspricaudus	1	1	1
Pervagor nigrolineatus	1	1	1
Pervagor melanocephalus	1	1	1
Pervagor janthinosoma	1	1	1
Pervagor spilosoma	1	1	1
Paraluteres arqat	1	1	1
Paraluteres prionurus	1	1	1
Brachaluteres taylori	1	1	1
Brachaluteres ulvarum	1	1	1
Brachaluteres jacksonianus	1	1	1
Pseudomonacanthus elongatus	1	1	1
Pseudomonacanthus macrurus	1	1	1
Pseudomonacanthus peroni	1	1	1
Thamnaconus fijiensis	1	1	1
Thamnaconus degeni	1	1	1
Thamnaconus analis	1	1	1
Thamnaconus paschalis	1	1	1
Thamnaconus melanoproctes	1	1	1
Thamnaconus hypargyreus	1	1	1
Thamnaconus striatus	1	1	1
Meuschenia venusta	1	1	1
Meuschenia flavolineata	1	1	1
Meuschenia galii	1	1	1
Eubalichthys gunnii	1	1	1
Eubalichthys bucephalus	1	1	1
Eubalichthys cyanoura	1	1	1
Eubalichthys caeruleoguttatus	1	1	1
Eubalichthys mosaicus	1	1	1
Thamnaconus fajardoi	1	1	1
Thamnaconus modestus	1	1	1
Thamnaconus tessellatus	1	1	1
Thamnaconus arenaceus	1	1	1
Thamnaconus modestoides	1	1	1
Meuschenia trachylepis	1	1	1
Thamnaconus septentrionalis	1	1	1
Scobinichthys granulatus	1	1	1
Meuschenia freycineti	1	1	1
Meuschenia hippocrepis	1	1	1
Acanthaluteres spilomelanurus	1	1	1
Acanthaluteres brownii	1	1	1
Acanthaluteres vittiger	1	1	1
Meuschenia scaber	1	1	1
Meuschenia australis	1	1	1
Cantherhines rapanui	1	1	1
Cantherhines multilineatus	1	1	1
Cantherhines longicaudus	1	1	1
Amanses scopas	1	1	1
Cantherhines dumerilii	1	1	1
Cantherhines macrocerus	1	1	1
Cantherhines fronticinctus	1	1	1
Cantherhines pullus	1	1	1
Cantherhines sandwichiensis	1	1	1
Cantherhines pardalis	1	1	1
Cantherhines verecundus	1	1	1
Oxymonacanthus halli	1	1	1
Oxymonacanthus longirostris	1	1	1
Monacanthus ciliatus	1	1	1
Monacanthus tuckeri	1	1	1
Stephanolepis diaspros	1	1	1
Stephanolepis hispidus	1	1	1
Stephanolepis auratus	1	1	1
Stephanolepis setifer	1	1	1
Stephanolepis cirrhifer	1	1	1
Aluterus scriptus	1	1	1
Aluterus heudelotii	1	1	1
Aluterus schoepfii	1	1	1
Aluterus monoceros	1	1	1
Lophodiodon calori	1	1	1
Tragulichthys jaculiferus	1	1	1
Dicotylichthys punctulatus	1	1	1
Chilomycterus antillarum	1	1	1
Cyclichthys hardenbergi	1	1	1
Cyclichthys orbicularis	1	1	1
Cyclichthys spilostylus	1	1	1
Allomycterus pilatus	1	1	1
Chilomycterus schoepfii	1	1	1
Chilomycterus reticulatus	1	1	1
Diodon nicthemerus	1	1	1
Diodon liturosus	1	1	1
Diodon eydouxii	1	1	1
Diodon hystrix	1	1	1
Diodon holocanthus	1	1	1
Chilomycterus antennatus	1	1	1
Chilomycterus spinosus	1	1	1
Feroxodon multistriatus	1	1	1
Javichthys kailolae	1	1	1
Guentheridia formosa	1	1	1
Contusus richei	1	1	1
Contusus brevicaudus	1	1	1
Ephippion guttifer	1	1	1
Reicheltia halsteadi	1	1	1
Marilyna pleurosticta	1	1	1
Marilyna darwinii	1	1	1
Marilyna meraukensis	1	1	1
Amblyrhynchotes honckenii	1	1	1
Tetractenos glaber	1	1	1
Tetractenos hamiltoni	1	1	1
Torquigener marleyi	1	1	1
Torquigener tuberculiferus	1	1	1
Torquigener vicinus	1	1	1
Torquigener randalli	1	1	1
Torquigener balteus	1	1	1
Torquigener gloerfelti	1	1	1
Torquigener hicksi	1	1	1
Torquigener pallimaculatus	1	1	1
Torquigener andersonae	1	1	1
Torquigener perlevis	1	1	1
Torquigener parcuspinus	1	1	1
Torquigener florealis	1	1	1
Torquigener whitleyi	1	1	1
Torquigener paxtoni	1	1	1
Torquigener brevipinnis	1	1	1
Torquigener pleurogramma	1	1	1
Torquigener squamicauda	1	1	1
Polyspina piosae	1	1	1
Torquigener flavimaculosus	1	1	1
Torquigener altipinnis	1	1	1
Torquigener hypselogeneion	1	1	1
Tylerius spinosissimus	1	1	1
Takifugu plagiocellatus	1	1	1
Takifugu reticularis	1	1	1
Takifugu radiatus	1	1	1
Takifugu basilevskianus	1	1	1
Takifugu bimaculatus	1	1	1
Takifugu flavidus	1	1	1
Takifugu exascurus	1	1	1
Takifugu poecilonotus	1	1	1
Takifugu vermicularis	1	1	1
Takifugu niphobles	1	1	1
Takifugu alboplumbeus	1	1	1
Takifugu snyderi	1	1	1
Takifugu stictonotus	1	1	1
Takifugu ocellatus	1	1	1
Takifugu variomaculatus	1	1	1
Takifugu xanthopterus	1	1	1
Takifugu pardalis	1	1	1
Takifugu chrysops	1	1	1
Takifugu oblongus	1	1	1
Takifugu coronoidus	1	1	1
Takifugu obscurus	1	1	1
Takifugu orbimaculatus	1	1	1
Takifugu porphyreus	1	1	1
Takifugu chinensis	1	1	1
Takifugu pseudommus	1	1	1
Pelagocephalus marki	1	1	1
Canthigaster ocellicincta	1	1	1
Canthigaster cyanetron	1	1	1
Canthigaster flavoreticulata	1	1	1
Canthigaster jamestyleri	1	1	1
Canthigaster pygmaea	1	1	1
Canthigaster tyleri	1	1	1
Canthigaster marquesensis	1	1	1
Canthigaster investigatoris	1	1	1
Canthigaster inframacula	1	1	1
Canthigaster epilampra	1	1	1
Canthigaster supramacula	1	1	1
Canthigaster cyanospilota	1	1	1
Canthigaster margaritata	1	1	1
Canthigaster sanctaehelenae	1	1	1
Canthigaster capistrata	1	1	1
Canthigaster punctata	1	1	1
Canthigaster natalensis	1	1	1
Canthigaster axiologus	1	1	1
Canthigaster rapaensis	1	1	1
Canthigaster coronata	1	1	1
Canthigaster leoparda	1	1	1
Canthigaster valentini	1	1	1
Canthigaster janthinoptera	1	1	1
Canthigaster punctatissima	1	1	1
Canthigaster jactator	1	1	1
Canthigaster compressa	1	1	1
Canthigaster solandri	1	1	1
Canthigaster papua	1	1	1
Canthigaster amboinensis	1	1	1
Canthigaster bennetti	1	1	1
Canthigaster callisterna	1	1	1
Canthigaster figueiredoi	1	1	1
Canthigaster rostrata	1	1	1
Canthigaster rivulata	1	1	1
Canthigaster smithae	1	1	1
Tetraodon waandersii	1	1	1
Tetraodon sabahensis	1	1	1
Tetraodon kretamensis	1	1	1
Tetraodon schoutedeni	1	1	1
Omegophora armilla	1	1	1
Omegophora cyanopunctata	1	1	1
Chelonodon laticeps	1	1	1
Chelonodon dapsilis	1	1	1
Chelonodon patoca	1	1	1
Chelonodon pleurospilus	1	1	1
Tetraodon pustulatus	1	1	1
Tetraodon lineatus	1	1	1
Tetraodon duboisi	1	1	1
Tetraodon mbu	1	1	1
Tetraodon miurus	1	1	1
Arothron inconditus	1	1	1
Arothron carduus	1	1	1
Arothron caeruleopunctatus	1	1	1
Arothron reticularis	1	1	1
Arothron hispidus	1	1	1
Arothron immaculatus	1	1	1
Arothron manilensis	1	1	1
Arothron stellatus	1	1	1
Arothron mappa	1	1	1
Arothron firmamentum	1	1	1
Arothron diadematus	1	1	1
Arothron meleagris	1	1	1
Arothron nigropunctatus	1	1	1
Auriglobus amabilis	1	1	1
Auriglobus nefastus	1	1	1
Auriglobus remotus	1	1	1
Auriglobus silus	1	1	1
Chonerhinos naritus	1	1	1
Auriglobus modestus	1	1	1
Carinotetraodon imitator	1	1	1
Carinotetraodon borneensis	1	1	1
Carinotetraodon salivator	1	1	1
Carinotetraodon lorteti	1	1	1
Carinotetraodon irrubesco	1	1	1
Carinotetraodon travancoricus	1	1	1
Tetraodon erythrotaenia	1	1	1
Tetraodon biocellatus	1	1	1
Tetraodon nigroviridis	1	1	1
Tetraodon fluviatilis	1	1	1
Lagocephalus gloveri	1	1	1
Lagocephalus suezensis	1	1	1
Lagocephalus sceleratus	1	1	1
Lagocephalus spadiceus	1	1	1
Lagocephalus lagocephalus	1	1	1
Lagocephalus lunaris	1	1	1
Lagocephalus inermis	1	1	1
Lagocephalus wheeleri	1	1	1
Lagocephalus laevigatus	1	2	0
Sphoeroides georgemilleri	1	1	1
Sphoeroides sechurae	1	1	1
Sphoeroides rosenblatti	1	1	1
Sphoeroides marmoratus	1	1	1
Sphoeroides yergeri	1	1	1
Sphoeroides andersonianus	1	1	1
Sphoeroides angusticeps	1	1	1
Sphoeroides trichocephalus	1	1	1
Sphoeroides kendalli	1	1	1
Sphoeroides nitidus	1	1	1
Sphoeroides pachygaster	1	1	1
Sphoeroides tyleri	1	1	1
Sphoeroides greeleyi	1	1	1
Colomesus psittacus	1	1	1
Colomesus asellus	1	1	1
Sphoeroides lobatus	1	1	1
Sphoeroides maculatus	1	1	1
Sphoeroides nephelus	1	1	1
Sphoeroides spengleri	1	1	1
Sphoeroides parvus	1	1	1
Sphoeroides dorsalis	1	1	1
Sphoeroides lispus	1	1	1
Sphoeroides testudineus	1	1	1
Sphoeroides annulatus	1	1	1
Selenoscopus turbisquamatus	1	2	1
Pleuroscopus pseudodorsalis	1	2	1
Genyagnus monopterygius	1	2	1
Ichthyscopus lebeck	1	2	1
Ichthyscopus sannio	1	2	1
Ichthyscopus insperatus	1	2	1
Ichthyscopus spinosus	1	2	1
Ichthyscopus nigripinnis	1	2	1
Ichthyscopus fasciatus	1	2	1
Ichthyscopus malacopterus	1	2	1
Ichthyscopus barbatus	1	2	1
Astroscopus guttatus	1	2	1
Astroscopus sexspinosus	1	2	1
Astroscopus zephyreus	1	2	1
Astroscopus y-graecum	1	2	1
Xenocephalus australiensis	1	2	1
Xenocephalus cribratus	1	2	1
Xenocephalus armatus	1	2	1
Xenocephalus elongatus	1	2	1
Uranoscopus guttatus	1	2	1
Uranoscopus sulphureus	1	2	1
Uranoscopus marisrubri	1	2	1
Uranoscopus tosae	1	2	1
Uranoscopus marmoratus	1	2	1
Uranoscopus filibarbis	1	2	1
Uranoscopus kaianus	1	2	1
Uranoscopus bauchotae	1	2	1
Uranoscopus dollfusi	1	2	1
Uranoscopus chinensis	1	2	1
Uranoscopus cognatus	1	2	1
Uranoscopus crassiceps	1	2	1
Uranoscopus bicinctus	1	2	1
Uranoscopus polli	1	2	1
Uranoscopus affinis	1	2	1
Uranoscopus dahlakensis	1	2	1
Uranoscopus albesca	1	2	1
Uranoscopus scaber	1	2	1
Uranoscopus archionema	1	2	1
Uranoscopus oligolepis	1	2	1
Uranoscopus cadenati	1	2	1
Uranoscopus japonicus	1	2	1
Kathetostoma cubana	1	2	1
Kathetostoma fluviatilis	1	2	1
Kathetostoma albigutta	1	2	1
Kathetostoma averruncus	1	2	1
Kathetostoma nigrofasciatum	1	2	1
Kathetostoma giganteum	1	2	1
Kathetostoma canaster	1	2	1
Kathetostoma laeve	1	2	1
Cheimarrichthys fosteri	1	2	1
Simipercis trispinosa	1	2	1
Kochichthys flavofasciatus	1	2	1
Ryukyupercis gushikeni	1	2	1
Prolatilus jugularis	1	2	1
Pinguipes brasilianus	1	2	1
Pinguipes chilensis	1	2	1
Pseudopercis numida	1	2	1
Pseudopercis semifasciata	1	2	1
Parapercis albipinna	1	2	1
Parapercis compressa	1	2	1
Parapercis lata	1	2	1
Parapercis xanthozona	1	2	1
Parapercis biordinis	1	2	1
Parapercis flavolineata	1	2	1
Parapercis vittafrons	1	2	1
Parapercis xanthogramma	1	2	1
Parapercis flavescens	1	2	1
Parapercis australis	1	2	1
Parapercis muronis	1	2	1
Parapercis snyderi	1	2	1
Parapercis sexlorata	1	2	1
Parapercis okamurai	1	2	1
Parapercis binivirgata	1	2	1
Parapercis gilliesii	1	2	1
Parapercis rufa	1	2	1
Parapercis natator	1	2	1
Parapercis diplospilus	1	2	1
Parapercis striolata	1	2	1
Parapercis filamentosa	1	2	1
Parapercis macrophthalma	1	2	1
Parapercis punctata	1	2	1
Parapercis pacifica	1	2	1
Parapercis multiplicata	1	2	1
Parapercis nebulosa	1	2	1
Parapercis phenax	1	2	1
Parapercis elongata	1	2	1
Parapercis flavolabiata	1	2	1
Parapercis colemani	1	2	1
Parapercis kamoharai	1	2	1
Parapercis stricticeps	1	2	1
Parapercis lineopunctata	1	2	1
Parapercis atlantica	1	2	1
Parapercis somaliensis	1	2	1
Parapercis haackei	1	2	1
Parapercis fuscolineata	1	2	1
Parapercis decemfasciata	1	2	1
Parapercis basimaculata	1	2	1
Parapercis diagonalis	1	2	1
Parapercis aurantiaca	1	2	1
Parapercis queenslandica	1	2	1
Parapercis simulata	1	2	1
Parapercis roseoviridis	1	2	1
Parapercis dockinsi	1	2	1
Parapercis signata	1	2	1
Parapercis schauinslandii	1	2	1
Parapercis katoi	1	2	1
Parapercis tetracantha	1	2	1
Parapercis alboguttata	1	2	1
Parapercis banoni	1	2	1
Parapercis allporti	1	2	1
Parapercis millepunctata	1	2	1
Parapercis colias	1	2	1
Parapercis ommatura	1	2	1
Parapercis robinsoni	1	2	1
Parapercis punctulata	1	2	1
Parapercis maritzi	1	2	1
Parapercis ramsayi	1	2	1
Parapercis multifasciata	1	2	1
Parapercis cylindrica	1	2	1
Parapercis shaoi	1	2	1
Parapercis sexfasciata	1	2	1
Parapercis pulchella	1	2	1
Parapercis clathrata	1	2	1
Parapercis hexophtalma	1	2	1
Parapercis maculata	1	2	1
Lepidammodytes macrophthalmus	1	1	1
Bleekeria kallolepis	1	1	1
Bleekeria viridianguilla	1	1	1
Bleekeria mitsukurii	1	1	1
Ammodytoides praematura	1	1	1
Ammodytoides kimurai	1	1	1
Ammodytoides renniei	1	1	1
Ammodytoides gilli	1	1	1
Ammodytoides vagus	1	1	1
Ammodytoides pylei	1	1	1
Ammodytoides leptus	1	1	1
Ammodytoides xanthops	1	1	1
Protammodytes sarisa	1	1	1
Protammodytes brachistos	1	1	1
Gymnammodytes cicerelus	1	1	1
Gymnammodytes capensis	1	1	1
Gymnammodytes semisquamatus	1	1	1
Hyperoplus immaculatus	1	1	1
Hyperoplus lanceolatus	1	1	1
Ammodytes dubius	1	1	1
Ammodytes americanus	1	1	1
Ammodytes personatus	1	1	1
Ammodytes marinus	1	1	1
Ammodytes tobianus	1	1	1
Ammodytes hexapterus	1	1	1
Conniella apterygia	1	1	0
Pseudocheilinops ataenia	1	2	1
Terelabrus rubrovittatus	1	1	1
Ammolabrus dicrus	1	1	1
Minilabrus striatus	1	1	1
Xenojulis margaritaceus	1	1	1
Frontilabrus caeruleus	1	1	1
Dotalabrus aurantiacus	1	1	1
Dotalabrus alleni	1	1	1
Halichoeres caudalis	1	1	1
Halichoeres kallochroma	1	1	1
Halichoeres chlorocephalus	1	1	1
Halichoeres vrolikii	1	1	1
Halichoeres zulu	1	1	1
Halichoeres pallidus	1	1	1
Halichoeres aestuaricola	1	1	1
Halichoeres melas	1	1	1
Halichoeres bleekeri	1	1	1
Halichoeres malpelo	1	1	1
Halichoeres stigmaticus	1	1	1
Halichoeres orientalis	1	1	1
Halichoeres melanochir	1	1	1
Halichoeres timorensis	1	1	1
Halichoeres signifer	1	1	1
Halichoeres rubricephalus	1	1	1
Halichoeres raisneri	1	1	1
Halichoeres leptotaenia	1	1	1
Halichoeres pardaleocephalus	1	1	1
Halichoeres bicolor	1	1	1
Halichoeres tenuispinis	1	1	1
Suezichthys devisi	1	1	1
Suezichthys bifurcatus	1	1	1
Suezichthys notatus	1	1	1
Suezichthys aylingi	1	1	1
Suezichthys arquatus	1	1	1
Suezichthys cyanolaemus	1	1	1
Suezichthys caudavittatus	1	1	1
Suezichthys russelli	1	1	1
Suezichthys soelae	1	1	1
Suezichthys gracilis	1	1	1
Eupetrichthys angustipes	1	1	1
Halichoeres chloropterus	1	1	1
Halichoeres brownfieldi	1	1	1
Halichoeres nebulosus	1	1	1
Halichoeres podostigma	1	1	1
Halichoeres nigrescens	1	1	1
Halichoeres ornatissimus	1	1	1
Halichoeres melasmapomus	1	1	1
Halichoeres richmondi	1	1	1
Halichoeres leucurus	1	1	1
Polylepion cruentum	1	1	1
Polylepion russelli	1	1	1
Halichoeres maculipinna	1	1	1
Halichoeres trimaculatus	1	1	1
Halichoeres cosmetus	1	1	1
Halichoeres claudia	1	1	1
Halichoeres burekae	1	1	1
Halichoeres bathyphilus	1	1	1
Halichoeres chrysus	1	1	1
Halichoeres trispilus	1	1	1
Halichoeres sazimai	1	1	1
Doratonotus megalepis	1	2	1
Halichoeres dispilus	1	1	1
Halichoeres socialis	1	1	1
Lappanella guineensis	1	1	1
Lappanella fasciata	1	1	1
Halichoeres cyanocephalus	1	1	1
Halichoeres leucoxanthus	1	1	1
Halichoeres lapillus	1	1	1
Halichoeres garnoti	1	1	1
Halichoeres melanurus	1	1	1
Halichoeres chierchiae	1	1	1
Halichoeres melanotis	1	1	1
Halichoeres rubrovirens	1	1	1
Centrolabrus caeruleus	1	2	1
Centrolabrus exoletus	1	2	1
Centrolabrus trutta	1	2	1
Ctenolabrus rupestris	1	1	1
Halichoeres semicinctus	1	1	1
Halichoeres binotopsis	1	1	1
Halichoeres prosopeion	1	1	1
Halichoeres insularis	1	1	1
Halichoeres salmofasciatus	1	1	1
Halichoeres discolor	1	1	1
Anchichoerops natalensis	1	1	1
Paracheilinus lineopunctatus	1	2	1
Paracheilinus attenuatus	1	2	1
Paracheilinus filamentosus	1	2	1
Paracheilinus piscilineatus	1	2	1
Paracheilinus hemitaeniatus	1	2	1
Paracheilinus angulatus	1	2	1
Paracheilinus nursalim	1	2	1
Paracheilinus togeanensis	1	2	1
Paracheilinus octotaenia	1	2	1
Paracheilinus walton	1	2	1
Paracheilinus rubricaudalis	1	2	1
Paracheilinus bellae	1	2	1
Paracheilinus flavianalis	1	2	1
Paracheilinus cyaneus	1	2	1
Paracheilinus carpenteri	1	2	1
Paracheilinus mccoskeri	1	2	1
Halichoeres pictus	1	1	1
Halichoeres adustus	1	1	1
Labrus mixtus	1	2	1
Labrus bergylta	1	2	1
Labrus viridis	1	2	1
Labrus merula	1	2	1
Acantholabrus palloni	1	1	1
Halichoeres zeylonicus	1	1	1
Parajulis poecilepterus	1	1	1
Symphodus doderleini	1	2	1
Symphodus bailloni	1	2	1
Symphodus roissali	1	2	1
Symphodus tinca	1	2	1
Symphodus melanocercus	1	2	1
Symphodus mediterraneus	1	2	1
Symphodus melops	1	2	1
Symphodus rostratus	1	2	1
Symphodus ocellatus	1	2	1
Lachnolaimus maximus	1	1	1
Pseudodax moluccanus	1	1	1
Achoerodus gouldii	1	1	1
Achoerodus viridis	1	1	1
Xiphocheilus typus	1	1	1
Neoodax balteatus	1	1	1
Haletta semifasciata	1	1	1
Siphonognathus radiatus	1	1	1
Siphonognathus attenuatus	1	1	1
Siphonognathus tanyourus	1	1	1
Siphonognathus caninis	1	1	1
Siphonognathus beddomei	1	1	1
Siphonognathus argyrophanes	1	1	0
Odax pullus	1	1	1
Odax cyanoallix	1	1	1
Decodon pacificus	1	1	1
Decodon grandisquamis	1	1	1
Decodon puellaris	1	1	1
Decodon melasma	1	1	1
Bodianus bathycapros	1	1	1
Bodianus neilli	1	1	1
Bodianus albotaeniatus	1	1	1
Bodianus rubrisos	1	1	1
Bodianus vulpinus	1	1	1
Bodianus insularis	1	1	1
Bodianus opercularis	1	1	1
Bodianus solatus	1	1	1
Bodianus frenchii	1	1	1
Bodianus macrourus	1	1	1
Bodianus thoracotaeniatus	1	1	1
Bodianus flavifrons	1	1	1
Bodianus cylindriatus	1	1	1
Bodianus neopercularis	1	1	1
Bodianus flavipinnis	1	1	1
Bodianus macrognathos	1	1	1
Bodianus busellatus	1	1	1
Bodianus dictynna	1	1	1
Bodianus sepiacaudus	1	1	1
Bodianus leucosticticus	1	1	1
Bodianus sanguineus	1	1	1
Bodianus izuensis	1	1	1
Bodianus prognathus	1	1	1
Bodianus paraleucosticticus	1	1	1
Bodianus masudai	1	1	1
Bodianus perditio	1	1	1
Bodianus eclancheri	1	1	1
Bodianus diplotaenia	1	1	1
Bodianus trilineatus	1	1	1
Bodianus pulchellus	1	1	1
Bodianus loxozonus	1	1	1
Bodianus anthioides	1	1	1
Bodianus speciosus	1	1	1
Bodianus tanyokidus	1	1	1
Bodianus oxycephalus	1	1	1
Bodianus diana	1	1	1
Clepticus brasiliensis	1	1	1
Clepticus africanus	1	1	1
Clepticus parrae	1	1	1
Bodianus rufus	1	1	1
Bodianus bimaculatus	1	1	1
Bodianus bilunulatus	1	1	1
Bodianus scrofa	1	1	1
Bodianus axillaris	1	1	1
Bodianus mesothorax	1	1	1
Semicossyphus reticulatus	1	1	1
Semicossyphus darwini	1	1	1
Semicossyphus pulcher	1	1	1
Bodianus unimaculatus	1	1	1
Halichoeres brasiliensis	1	1	1
Halichoeres poeyi	1	1	1
Halichoeres pelicieri	1	1	1
Pteragogus pelycus	1	2	1
Pteragogus guttatus	1	2	1
Pteragogus taeniops	1	2	1
Pteragogus cryptus	1	2	1
Pteragogus aurigarius	1	2	1
Pteragogus enneacanthus	1	2	1
Pteragogus flagellifer	1	2	1
Pseudocheilinus citrinus	1	2	1
Pseudocheilinus dispilus	1	2	1
Pseudocheilinus octotaenia	1	2	1
Pseudocheilinus tetrataenia	1	2	1
Pseudocheilinus hexataenia	1	2	1
Pseudocheilinus ocellatus	1	2	1
Pseudocheilinus evanidus	1	2	1
Cirrhilabrus melanomarginatus	1	2	1
Cirrhilabrus rubripinnis	1	2	1
Cirrhilabrus bathyphilus	1	2	1
Cirrhilabrus lunatus	1	2	1
Cirrhilabrus pylei	1	2	1
Cirrhilabrus joanallenae	1	2	1
Cirrhilabrus naokoae	1	2	1
Cirrhilabrus condei	1	2	1
Cirrhilabrus sanguineus	1	2	1
Cirrhilabrus tonozukai	1	2	1
Cirrhilabrus katoi	1	2	1
Cirrhilabrus blatteus	1	2	1
Cirrhilabrus solorensis	1	2	1
Cirrhilabrus marjorie	1	2	1
Cirrhilabrus jordani	1	2	1
Cirrhilabrus earlei	1	2	1
Cirrhilabrus brunneus	1	2	1
Cirrhilabrus rhomboidalis	1	2	1
Cirrhilabrus aurantidorsalis	1	2	1
Cirrhilabrus luteovittatus	1	2	1
Cirrhilabrus randalli	1	2	1
Cirrhilabrus lanceolatus	1	2	1
Cirrhilabrus laboutei	1	2	1
Cirrhilabrus roseafascia	1	2	1
Cirrhilabrus walshi	1	2	1
Cirrhilabrus filamentosus	1	2	1
Cirrhilabrus walindi	1	2	1
Cirrhilabrus rubrisquamis	1	2	1
Cirrhilabrus balteatus	1	2	1
Cirrhilabrus lineatus	1	2	1
Cirrhilabrus johnsoni	1	2	1
Cirrhilabrus cenderawasih	1	2	1
Cirrhilabrus morrisoni	1	2	1
Cirrhilabrus katherinae	1	2	1
Cirrhilabrus adornatus	1	2	1
Cirrhilabrus claire	1	2	1
Cirrhilabrus temminckii	1	2	1
Cirrhilabrus cyanopleura	1	2	1
Cirrhilabrus exquisitus	1	2	1
Cirrhilabrus flavidorsalis	1	2	1
Cirrhilabrus rubrimarginatus	1	2	1
Cirrhilabrus scottorum	1	2	1
Cirrhilabrus punctatus	1	2	1
Cirrhilabrus beauperryi	1	2	1
Cirrhilabrus rubriventralis	1	2	1
Cirrhilabrus lubbocki	1	2	1
Malapterus reticulatus	1	1	1
Pictilabrus viridis	1	1	1
Pictilabrus brauni	1	1	1
Pictilabrus laticlavius	1	1	1
Austrolabrus maculatus	1	1	1
Notolabrus cinctus	1	1	1
Notolabrus inscriptus	1	1	1
Notolabrus parilus	1	1	1
Notolabrus tetricus	1	1	1
Notolabrus celidotus	1	1	1
Notolabrus gymnogenis	1	1	1
Notolabrus fucicola	1	1	1
Pseudolabrus luculentus	1	1	1
Pseudolabrus rubicundus	1	1	1
Pseudolabrus semifasciatus	1	1	1
Pseudolabrus torotai	1	1	1
Pseudolabrus sieboldi	1	1	1
Pseudolabrus eoethinus	1	1	1
Pseudolabrus fuentesi	1	1	1
Pseudolabrus miles	1	1	1
Pseudolabrus japonicus	1	1	1
Pseudolabrus guentheri	1	1	1
Pseudolabrus biserialis	1	1	1
Pseudolabrus gayi	1	1	1
Coris hewetti	1	1	1
Coris roseoviridis	1	1	1
Coris debueni	1	1	1
Coris musume	1	1	1
Coris variegata	1	1	1
Coris ballieui	1	1	1
Coris marquesensis	1	1	1
Coris nigrotaenia	1	1	1
Coris centralis	1	1	1
Coris sandeyeri	1	1	1
Coris venusta	1	1	1
Coris cuvieri	1	1	1
Coris auricularis	1	1	1
Coris frerei	1	1	1
Coris picta	1	1	1
Coris bulbifrons	1	1	1
Coris atlantica	1	1	1
Coris dorsomacula	1	1	1
Coris flavovittata	1	1	1
Coris aurilineata	1	1	1
Coris pictoides	1	1	1
Coris aygula	1	1	1
Hologymnosus longipes	1	1	1
Hologymnosus rhodonotus	1	1	1
Hologymnosus doliatus	1	1	1
Hologymnosus annulatus	1	1	1
Coris caudimacula	1	1	1
Coris formosa	1	1	1
Pseudocoris aequalis	1	1	1
Pseudocoris ocellata	1	1	1
Pseudocoris yamashiroi	1	1	1
Pseudocoris heteroptera	1	1	1
Pseudocoris aurantiofasciata	1	1	1
Pseudocoris bleekeri	1	1	1
Coris julis	1	1	1
Hemigymnus fasciatus	1	1	1
Hemigymnus melapterus	1	1	1
Oxyjulis californica	1	1	1
Halichoeres notospilus	1	1	1
Halichoeres nicholsi	1	1	1
Halichoeres radiatus	1	1	1
Halichoeres bivittatus	1	1	1
Stethojulis maculata	1	1	1
Stethojulis notialis	1	1	1
Stethojulis marquesensis	1	1	1
Stethojulis terina	1	1	1
Stethojulis interrupta	1	1	1
Stethojulis albovittata	1	1	1
Stethojulis balteata	1	1	1
Stethojulis strigiventer	1	1	1
Stethojulis trilineata	1	1	1
Stethojulis bandanensis	1	1	1
Thalassoma heiseri	1	1	1
Thalassoma nigrofasciatum	1	1	1
Thalassoma lutescens	1	1	1
Thalassoma lucasanum	1	1	1
Thalassoma loxum	1	1	1
Thalassoma jansenii	1	1	1
Thalassoma hebraicum	1	1	1
Thalassoma genivittatum	1	1	1
Thalassoma cupido	1	1	1
Thalassoma ballieui	1	1	1
Thalassoma duperrey	1	1	1
Thalassoma quinquevittatum	1	1	1
Thalassoma purpureum	1	1	1
Thalassoma pavo	1	1	1
Thalassoma robertsoni	1	1	1
Thalassoma rueppellii	1	1	1
Thalassoma trilobatum	1	1	1
Thalassoma sanctaehelenae	1	1	1
Thalassoma noronhanum	1	1	1
Thalassoma ascensionis	1	1	1
Thalassoma newtoni	1	1	1
